Date,CPI,Expec. Inflacion,Senti. Inflacion,Indice Ind. Manuf,Ventas Minoristas Mensuales,PPI Mat. Construccion,Tasa Interes,Tasa Desempleo,Tasa USD Circulante
1995-01-01,0.002661345549514138,3.0,-0.011549174003556928,0.001859321557915905,0.5,0.006571765163234211,0.029797362804944827,-0.01801850550267825,0.15457720272513883
1995-02-01,0.0026542815848733525,3.0,-0.051897047735405266,-0.0025982217892988047,-1.6,0.00435730536895651,0.014572206859090553,0.01801850550267825,-0.07716931519378072
1995-03-01,0.001986097971629519,3.2,-0.025842985260702278,0.0026083409276980163,0.8,0.004338401598597663,0.06814863336167098,-0.03636764417087468,0.03432396098509768
1995-04-01,0.003960401216096976,3.3,0.07586269322384531,-0.0028185201243546842,0.4,0.004319661144516651,0.010084119066626096,0.0,0.23160723987075746
1995-05-01,0.0019743343037168515,3.0,-0.05369485330566626,0.0035468291213955894,1.0,0.0007181328854404256,0.011637704080209588,0.0714589639821448,0.7131853711416671
1995-06-01,0.0019704439872993973,2.9,0.06140716647388089,0.004738375512531867,1.4,-0.0028756310254616224,-0.006633523495633842,-0.035091319811270116,0.7222977566281441
1995-07-01,0.0013114755978103076,2.9,-0.013610896684008722,-0.006573168109461847,-0.3,0.005026940567973703,-0.0016652793190612414,0.0,0.523074327174555
1995-08-01,0.001963994084659859,2.9,0.0007156839405588755,0.011991541419359208,0.7,0.0014316394714377623,-0.025317807984289953,0.017699577099401065,0.6126731011330256
1995-09-01,0.0013071897286218714,2.8,-0.09780549967200702,0.00906177732945146,0.3,-0.0007155635367936952,-0.018982450912290005,0.0,0.3614725836948059
1995-10-01,0.002609264363613306,2.9,0.0934344997005212,-0.0007541467796574608,-0.4,-0.004304167333518905,0.01039870722089864,-0.017699577099401065,0.3047597938715576
1995-11-01,0.0013020835172987688,2.8,-0.03693974860455196,0.001014847186778134,1.3,-0.005045055745827476,-0.006920442844573715,-0.01801850550267825,0.19611092696939564
1995-12-01,0.0013003903002832828,2.7,0.053675007559936816,0.004067462909700836,0.9,-0.002169982768323031,0.006920442844573715,0.01801850550267825,0.26464507236388696
1996-01-01,0.005184716734186523,2.8,-0.05011056213850029,-0.00613935590113357,-0.9,-0.0029006546806371603,-0.035091319811270116,0.0,0.5003986692694729
1996-02-01,0.001937359340226763,2.8,0.00985908276582581,0.014788843650928918,1.7,0.0,-0.007168489478612594,0.0,0.3802697453013433
1996-03-01,0.0032206147000417573,2.9,0.06609457309906297,-0.002718692780958598,0.9,0.0007259528449488073,-0.06310070636794363,-0.01801850550267825,0.7086013299901885
1996-04-01,0.0038510959020978675,3.0,-0.06782535390305977,0.012612005073433963,0.4,0.0028985527540115186,0.017094433359300165,0.0,0.2922710543407664
1996-05-01,0.0019200005898243333,3.1,-0.025518073719773327,0.007981634774022695,0.8,0.010079278994702179,-0.017094433359300165,0.01801850550267825,0.29411764705882354
1996-06-01,0.0019163212507642413,2.9,0.06925408686050982,0.009943379290845655,0.0,0.002861232281031967,0.0038240964384035347,0.0,0.36320589738760795
1996-07-01,0.001912655986332723,3.0,-0.008419274923775255,0.00447111019826707,0.0,-0.0007145409378681578,0.00570886422032002,-0.05505977718302746,0.39674029594681537
1996-08-01,0.0012730746467983778,3.1,-0.018271211076269722,0.004181510975063141,0.0,0.003567609920275494,0.024368591016957986,0.03704127168034921,0.18690590622663675
1996-09-01,0.0031756139738865485,3.2,-0.012631620936248922,0.008281504039795884,1.3,0.007097261870761429,-0.03390155167568154,-0.07550755250814523,0.22919886999626884
1996-10-01,0.0031655613645611425,3.0,0.02514481862103235,-0.0014482726996947193,0.8,-0.004962789342129348,0.015209418663528762,0.019418085857101586,0.4413954477770687
1996-11-01,0.0031555721988096863,3.0,0.008765997792979263,0.008767224750691582,-0.2,0.004255325570138524,-0.011385322225125227,0.0,0.457986975168105
1996-12-01,0.0025173078113773784,3.0,-0.05105350133999398,0.008239434483841457,0.6,-0.002834870785846988,0.01327033692089663,0.03774032798284721,0.5771207210056131
1997-01-01,0.0018838310123738822,3.0,0.028605187145875455,0.0010897964291380902,0.5,0.00141843995413371,-0.003773589383639475,0.0,0.3930199654142431
1997-02-01,0.00188028886485192,3.0,0.018192774567534542,0.013589368632629828,0.9,0.004948755239258418,-0.0075901692666755505,-0.01869213301215278,0.2844764589205554
1997-03-01,0.0006259781112074592,2.8,-0.020334957299003698,0.010225381199971295,0.3,0.00211342100502776,-0.011494379425735168,-0.019048194970694432,0.36434612882238127
1997-04-01,0.0006255865077342548,3.0,0.010898396148691702,-0.0013779382982193056,-0.8,0.0035124728771407376,0.0378116877431085,0.0,0.4537793335926358
1997-05-01,0.0,2.9,0.0036928567213880825,0.0073624870499662265,-0.8,0.0,0.022019238243917272,-0.019418085857101586,0.3175012906556531
1997-06-01,0.0018744147943507983,2.8,-0.005077543532975959,0.006084749282311286,1.5,-0.00070150827149007,-0.0018165309263977747,-0.04000533461369904,0.38339809072897096
1997-07-01,0.0012476607981550814,2.7,0.012057687691434005,0.007413159214077147,1.1,0.0021030501967791437,0.010850016024065656,0.020202707317519275,0.5639290474725726
1997-08-01,0.002490661312451792,2.7,-0.05010920805400154,0.012609345742481182,0.3,-0.0014015419252890737,-0.007220247973487082,-0.020202707317519275,0.7238988580750407
1997-09-01,0.0024844733276614406,2.8,0.040742720668692556,0.008920177463133783,0.3,-0.0035124728771407376,0.0036166404701885035,-0.02061928720273576,0.5111853426460168
1997-10-01,0.0018593125901835705,2.8,-0.018990141503434366,0.00895617587982489,-0.1,-0.004231318019762398,0.0,0.02061928720273576,0.420464273125535
1997-11-01,0.0012376239203497619,2.9,0.01881860020444659,0.010523623729306486,0.4,0.0021178970147346377,-0.007246408520767078,-0.04167269640056803,0.5365425598595963
1997-12-01,0.0006182380413308763,2.8,-0.06378140083062256,0.005357682163388944,0.2,-0.002824860635554316,0.0036297680505785745,-0.021506205220963803,0.5386667996708147
1998-01-01,0.001235330607991969,2.3,0.09187431002720636,0.00831410909890895,0.1,-0.0014154284033311981,-0.0036297680505785745,0.021506205220963803,0.5680267890363389
1998-02-01,0.0,2.4,-0.00810416444987272,0.0012205676677483623,-0.1,0.0007079646313403742,0.010850016024065656,-0.021506205220963803,0.7670678768745067
1998-03-01,0.0,2.5,-0.07099177080476693,-0.0020534108490490866,0.6,0.0007074637719908239,-0.009033485097667882,0.0,0.6143678864276099
1998-04-01,0.001233806448929009,2.4,0.056411957671199,0.004355795100488891,1.3,0.002824860635554316,-0.003636367643383709,0.021506205220963803,0.5838563713326522
1998-05-01,0.002463055432397887,2.6,-0.04089361795536739,0.005615289059422324,0.5,-0.0014114328384078334,-0.007312646846286519,-0.08894748601649627,0.5272577758428869
1998-06-01,0.0012292564547298213,2.7,0.011960195100364501,-0.008007019812737326,0.8,-0.0028288562004776807,0.007312646846286519,0.022989518224698857,0.6207294774323935
1998-07-01,0.0024539889615660115,2.6,0.004691542908767943,-0.005096412078374968,-0.7,0.004945259106855282,0.01266985274105159,0.022472855852058604,0.3969202811917173
1998-08-01,0.0012247398958962208,2.4,-0.003838553886519769,0.025288111354520026,-0.6,0.0035174148118786164,-0.003603607503298578,0.0,0.5477755549204534
1998-09-01,0.0006118079114054709,2.3,-0.02646612323390407,-0.0009473121167165033,1.0,-0.002812941376614475,0.0018034269991507035,0.0,1.0185229049220712
1998-10-01,0.0024434954124759045,2.5,-0.0012039686220992607,0.008763626998437246,1.7,-0.008486613877318305,-0.007233304593520007,0.021978906718775004,0.9027386981804539
1998-11-01,0.0012195123462612756,2.3,0.08828962299709797,0.0011253661232206724,0.8,-0.0021329549501416523,-0.08322380556173115,-0.021978906718775004,0.8528338716798737
1998-12-01,0.0018264845260347329,2.5,-0.07464029572140607,0.005934646509590635,0.9,0.0,-0.04849434993861057,-0.022472855852058604,0.7695852534562212
1999-01-01,0.001823154561514606,2.7,0.05492556004143356,0.0028268545708263204,0.4,0.0,-0.031548357734926036,0.0,0.4778890565692596
1999-02-01,0.0,2.5,0.006356655933929645,0.009170835638224517,1.0,0.004261370084967631,-0.010741241831412562,-0.022989518224698857,0.6053296315681679
1999-03-01,0.0006069802917769707,2.7,-0.062079658308951124,-0.0002125607496967774,0.5,0.0035373224008505844,0.02769080014518588,0.022989518224698857,0.25334207966703615
1999-04-01,0.006652579721027507,2.7,0.011990490523601238,0.0038463767850203112,0.7,0.0,0.010449415874341117,-0.04652001563489283,0.6249858983326189
1999-05-01,0.0006025911601446055,2.8,0.03127571614064095,0.008286776362396608,1.0,0.004931323836187218,-0.014659948410684631,0.023530497410193973,0.41257455491277634
1999-06-01,0.0,2.5,-0.016143651784713775,-0.002339905661123076,0.3,0.011181108797515549,0.0,-0.023530497410193973,0.5426287347595016
1999-07-01,0.0042080014002046084,2.7,-0.01686027863514372,0.004890578361843367,0.9,0.007615128527252324,0.004210532536343514,0.023530497410193973,0.5530260966129928
1999-08-01,0.002396645844600087,2.8,-0.0020624671826157126,0.005119804514584381,1.1,-0.001380262468957838,0.04718824152009882,0.0,0.4395458762203472
1999-09-01,0.004180358431757902,2.7,0.03976119993903726,-0.004581114883651871,0.4,-0.009018444751940358,0.015904907839664473,-0.023530497410193973,0.3452598245112484
1999-10-01,0.0017862463814637408,2.9,-0.06353657282107505,0.01510455192857485,0.0,-0.006291527219480564,0.0291565842914554,0.0,0.4054350208196362
1999-11-01,0.001783061393656027,2.9,0.07605479117847835,0.006695002345517231,1.3,0.002101576955626072,-0.00383877630716567,-0.024097551579060683,0.5827785659718433
1999-12-01,0.0023724803536309125,3.0,-0.054961008118678656,0.00733800247147709,2.1,0.002795249898304597,0.04143718986417322,0.0,0.5360010416214575
2000-01-01,0.0029577069772326325,3.0,0.0776698477172717,0.0007348681101193577,-0.8,0.0055671681713498344,-0.022388994893478786,-0.024692612590371477,0.5525696647887932
2000-02-01,0.004126147911172495,2.9,-0.0670058482014273,0.0026729264255633822,1.5,0.004155130631962045,0.027908788117076755,0.0,0.35204464956531073
2000-03-01,0.005865119452398204,3.2,-0.03219666781420116,0.006914418488250362,1.1,0.004825931461980737,0.050099922051495493,0.024692612590371477,0.6246122911720037
2000-04-01,-0.0005849663811146044,3.2,0.05788436668489805,0.006734378913646033,-1.6,0.0013745706631667076,0.020726130517116692,-0.024692612590371477,1.0714057949448355
2000-05-01,0.0017538735860958,3.0,-0.0057753094533152805,0.0005365397590306742,0.2,-0.004819286435949088,0.02864559807696465,-0.05129329438755059,-0.12409296455989063
2000-06-01,0.00582412828598855,2.9,-0.053261039210833694,0.0016281631994488066,0.8,0.0006898930939378545,0.0406890953240997,0.05129329438755059,0.3179884597565598
2000-07-01,0.00289939315900245,3.0,0.05731783990644779,0.0010608824870930178,-0.4,-0.004146515961847896,0.040630588643510324,0.0,0.2875915779751034
2000-08-01,0.0,2.7,-0.02697608146969266,-0.0064390855422189475,0.2,-0.0048594333737472795,0.001530222180767593,0.0,0.730522878553188
2000-09-01,0.00519781707361755,2.9,0.0046057812597339876,0.004872421772335933,1.7,-0.0020898649194593943,-0.006134988567515931,0.024692612590371477,0.6379485900712757
2000-10-01,0.001726619133987306,3.2,-0.004736683991337642,-0.002970487065930172,-0.2,-0.0006975933313935201,0.0030721990369702024,-0.05001042057466143,0.3675407805079496
2000-11-01,0.0017236430581650808,2.9,0.026277535405380803,-0.0025521004893906962,-0.4,-0.004195810351335538,-0.001534919718083616,0.0,0.2304147465437788
2000-12-01,0.002293578987099032,2.8,-0.10624997197296171,-0.006016342634958427,0.1,-0.001402524774085201,0.0,0.0,0.8456486042692939
2001-01-01,0.005711037795514962,3.0,0.05105303980330156,-0.003999661298808022,0.8,-0.0035149421074445186,-0.017041465854851667,0.0,1.131645363510543
2001-02-01,0.0022753138371349735,2.8,-0.005932983276923487,-0.005515567103225649,0.0,0.002812941376614475,-0.06787742240308581,0.07410797215372211,0.7406214780228627
2001-03-01,0.0005680204640086117,2.8,0.0541445463756407,-0.0020841251820638007,-0.9,0.0,-0.08549231244110111,0.0,1.1926642160779928
2001-04-01,0.0017021280705309394,3.1,-0.04435176187041989,-0.004315154814261035,1.8,0.0007020007308300436,-0.03333642026759187,0.023530497410193973,1.210194855191203
2001-05-01,0.005089069507471677,3.2,0.07438361004331995,-0.006234046528748927,0.2,0.011859225142143437,-0.10097591734000222,0.022989518224698857,0.07412320056177583
2001-06-01,0.002253522080443382,3.0,-0.03341604280234911,-0.0063598025481086395,-0.5,0.0006932409289763797,-0.13115327021955525,-0.022989518224698857,0.7504288164665524
2001-07-01,-0.001689665285127262,2.6,-0.008662727607588572,-0.005790232527698613,-0.4,-0.006256537614305557,-0.05869655299519083,0.04546237407675746,0.6403683569037899
2001-08-01,0.0,2.7,-0.007625843361666718,-0.003874752320344399,0.6,-0.0006975933313935201,-0.051691093239179864,0.021978906718775004,0.6170703575547866
2001-09-01,0.003938120420137636,2.8,-0.10227372230661214,-0.0038492860049892386,-1.9,-0.0020957045742191482,-0.032347833865519204,0.06317890162153184,2.0824974685237194
2001-10-01,-0.002811359737546759,1.0,0.1230040870937179,-0.0045415019844528,7.3,-0.004907125164100634,-0.1730496059952944,0.020202707317519275,-0.1384963785068593
2001-11-01,-0.0005632216425990322,0.4,0.003463653022572011,-0.003229043780523355,-2.8,-0.0014064699927516244,-0.20939485112248934,0.05826890812397578,0.8171373952808441
2001-12-01,-0.000563539039991845,1.8,0.04235502508144773,0.001806150585133004,-1.5,-0.0028188884064199726,-0.17511864449989678,0.03704127168034921,0.9703864815124644
2002-01-01,0.001689665285127262,1.9,-0.01054819336983126,0.007176410824454749,-0.1,0.0021149109046261216,-0.13832756488801556,0.035718082602079315,0.5578569455951395
2002-02-01,0.001686815131479058,2.1,-0.07125497918729717,0.00040817589236752383,0.5,0.00140745976787926,-0.05071509257901641,0.0,0.4906807279651397
2002-03-01,0.002805050927608299,2.7,0.07870307736998239,0.007732778032857546,-0.2,0.007007737157405103,0.005763704716750029,0.0,0.13300295157234995
2002-04-01,0.00447177939139376,2.8,-0.08227974664346949,0.003381124403539104,1.7,0.0020927806731307896,-0.005763704716750029,0.0,0.1000746010662494
2002-05-01,0.0011148273172461032,2.7,0.06969883104911645,0.005608820717800889,-1.4,0.0020884100872704536,0.011494379425735057,0.03448617607116922,0.40353364598102304
2002-06-01,0.0005569479397662391,2.7,-0.08863256599254665,0.010203115104032712,0.9,0.003471020492878729,0.0,-0.017094433359300165,0.3946701426605837
2002-07-01,0.0022246950221109785,2.6,-0.00010190545642174698,-0.0012165684747040828,1.1,0.002768167857612802,0.0,0.0,0.8836152486745772
2002-08-01,0.002773926882725597,2.6,0.041962910705716006,0.0009889166584162723,0.9,0.0027605262527039542,-0.011494379425735057,0.0,0.6649506649506649
2002-09-01,0.0016606701851404893,2.5,-0.01158005150887309,0.0010174643698563912,-1.7,0.0020654052092767827,0.005763704716750029,-0.01739174271186905,0.4119610767810214
2002-10-01,0.0022099456508026805,2.5,-0.04873917541244044,-0.0032145581874214457,0.5,-0.0027548226788445263,0.0057306747089850285,0.0,0.9301832071868148
2002-11-01,0.0016542600960258724,2.4,0.10970703365680023,0.005330410880255876,0.6,-0.002762432695909922,0.0,0.0,0.758664190349371
2002-12-01,0.0016515280384732378,2.5,-0.01443730919748365,-0.007073985187245668,0.9,-0.0020768439448390907,-0.2669461739726026,0.03448617607116922,0.446902116264107
2003-01-01,0.004390786417490133,2.5,-0.0801274094092852,0.008586307849841823,0.5,0.0006927606789011165,-0.07755823434587455,0.016807118316381153,0.5055051589225124
2003-02-01,0.005461510025521754,2.7,0.020058862727872828,-0.001123937977961731,-1.5,0.005524875931969042,0.0,-0.03390155167568132,0.6080336227091084
2003-03-01,0.0016326534238855217,3.1,0.0016011585601418687,0.0013483562073286492,1.8,0.0,0.016000341346441155,0.017094433359300165,0.24653734869626254
2003-04-01,-0.0038136793702454597,2.4,0.13198829464738981,-0.007221842437822978,-0.2,0.0048093531380448695,-0.007968169649176876,0.0,0.759995218007617
2003-05-01,-0.0016388968432101692,2.0,-0.03425222205658063,0.0006602853944999154,0.1,-0.000685635954182473,0.007968169649176876,0.016807118316381153,0.9339299637275841
2003-06-01,0.0010928962836445066,2.1,-0.09493182120426447,0.0046131048026225585,1.1,0.002055499182096021,0.0,0.016529301951210496,0.636450654083192
2003-07-01,0.003271540540615625,1.7,0.03969340631519369,0.0039322527658276485,1.1,0.006141268022082258,-0.03226086221822147,0.03226086221822144,0.9194366573221199
2003-08-01,0.0043454712595014655,2.5,-0.031047745419662043,-0.003936618419916549,1.7,0.0013596195160401336,-0.18890052789199707,-0.016000341346440905,0.7159509912531623
2003-09-01,0.0032467560988704847,2.8,-0.00032107520333735096,0.008980110294749544,-0.6,0.012154099650683037,0.019608471388376337,-0.016260520871780537,-0.3053585500394011
2003-10-01,-0.0010810811863732894,2.6,0.0395130091070639,0.0008606299130855533,-0.6,0.004018759594917931,-0.019608471388376337,0.0,-0.21407634291736652
2003-11-01,0.0005406866852455394,2.7,0.02330944866074436,0.009236345977851279,1.3,0.0040026737896567965,0.0,-0.016529301951210496,-0.018153013400224436
2003-12-01,0.00269905696916517,2.6,-0.05655191685573424,-0.0008280651334473532,-0.2,-0.0033344479044510322,-0.009950330853168092,-0.03390155167568132,0.10563670875629282
2004-01-01,0.004303395560053325,2.7,0.12598587667189687,-0.0007590369172723044,0.5,0.0020020026706726313,-0.020202707317519466,-0.01739174271186905,0.07584626292271925
2004-02-01,0.002144772940133599,2.6,-0.20910172665998683,0.007336757136436667,0.7,0.022413594836899975,0.020202707317519466,0.0,0.6112529862426889
2004-03-01,0.0021401827323677125,2.9,0.10964650940569154,-0.00024703005054504956,1.9,0.020007121047052046,0.009950330853168092,-0.017699577099401065,0.6321029705564472
2004-04-01,0.00160213652427732,3.2,-0.03156411521985625,0.00333825876585081,-1.1,0.02274261002246103,-0.009950330853168092,0.035091319811270116,0.6997331250406822
2004-05-01,0.004259857346958107,3.3,-0.02654825111924186,0.007200860653940211,1.9,0.01610939422232338,0.0,-0.035091319811270116,1.0616980705213148
2004-06-01,0.003712547356184537,3.3,0.10153414750251688,-0.007606385134280025,-1.4,-0.004311678992608314,0.0,0.0,0.19667727338141
2004-07-01,0.001058201156947547,3.0,-0.04670281058688541,0.008773261156583168,1.1,0.001233806448929009,0.02955880224154443,0.0,0.14681944400114902
2004-08-01,0.0005286809533657788,2.8,-0.019748002971748058,0.0045638348153174135,0.2,0.02255505551508641,0.20155291872184222,-0.01801850550267825,0.3426076425407145
2004-09-01,0.0031662295580501265,2.8,-0.009578379737219755,0.0008891277237985662,1.8,0.007805503454202167,0.12656272330842924,-0.01834913866819643,0.6018834664676269
2004-10-01,0.005254872838358793,3.1,-0.009012002012822151,0.010449840252326759,0.7,-0.007805503454202167,0.11855973472455583,0.0,0.3425522510576498
2004-11-01,0.0047058910374122576,2.8,0.038822062849632744,-0.00010774120572865087,0.4,-0.002414002379281577,0.08907963005368874,0.01834913866819643,0.578934948477936
2004-12-01,0.0,3.0,0.033370474975389364,0.008162619952961414,1.2,0.00482219138176454,0.09220619386673368,-0.01834913866819643,0.2393130308291493
2005-01-01,-0.0005217845148388633,2.9,-0.06190986331571935,0.006351972295192354,-1.0,0.013735659368872888,0.1125882187792796,0.0,-0.009362419249133976
2005-02-01,0.004166672694846163,2.9,0.0018469269152445733,0.009013351226967892,1.3,0.010619568827460846,0.054067221270275634,-0.01869213301215278,0.23564294631710364
2005-03-01,0.0036316512028626846,3.2,-0.0013007040438504092,-0.00474305180338952,0.2,-0.0023501773449536856,0.09211528890780574,0.01869213301215278,0.21329264685276578
2005-04-01,0.0031023809784818113,3.3,-0.03829833733479582,0.004124566566330756,0.8,0.0,0.05069311431551804,-0.03774032798284721,0.12894606015411383
2005-05-01,-0.0005163955704734491,3.2,0.04520337516720563,0.002705956572103929,-0.7,-0.011239396635692067,0.05905774964360111,0.0,0.2358380785402864
2005-06-01,0.0005163955704734491,3.2,0.10875402630328068,0.002639233099080762,3.1,-0.0017862463814637408,0.07257069283483553,-0.019418085857101586,0.5758246521059394
2005-07-01,0.006176036100564275,3.0,-0.09439534231938573,-0.0035980190202842266,0.8,-0.003582093382505036,0.013245226750020489,-0.019802627296179764,0.38784147749134285
2005-08-01,0.006138126688785661,3.1,-0.08497849074528041,0.005538957367170916,-1.1,-0.007805503454202167,0.06986967996048588,0.0,0.5089916752265166
2005-09-01,0.013674561020173392,4.3,-0.06746978409698912,-0.011634404364604833,0.2,0.017921626617355635,0.07103577311675191,-0.020202707317519275,0.5643771259476197
2005-10-01,0.0015079168476770377,4.6,0.11151173162690142,0.015032276389351118,-0.1,0.01585936324010717,0.03371105734231161,0.020202707317519275,0.44745104582202067
2005-11-01,-0.005035257365645585,3.3,0.1308068381349905,0.009299442903961896,0.9,0.006389798098770605,0.043249983793816504,0.0,0.380526697269872
2005-12-01,0.0,3.1,0.019444598514688494,0.00120123232496816,0.1,0.004621614234281424,0.0565703514883944,0.0,0.403153017630423
2006-01-01,0.006039273514243604,3.0,-0.117793785512605,0.007822707656869099,2.8,0.021101438784066673,0.03922071315328135,-0.020202707317519275,0.5948100203763634
2006-02-01,0.0005016303089888652,3.0,-0.047316938092599514,-0.0027756727990544405,-0.7,0.002817696989625418,0.030771658666753687,-0.04167269640056803,0.3946917680701807
2006-03-01,0.001503382894031624,3.0,0.07565927202715184,-0.0007814928686888933,0.2,0.0033707897084891414,0.045565968814237356,0.021053409197832273,0.1780256950419844
2006-04-01,0.004995015380522716,3.3,-0.04207511859173163,0.003519787638150973,0.5,0.003918280971659804,0.022027322318290743,-0.021053409197832273,0.48277700441311494
2006-05-01,0.0029850768434540598,4.0,-0.08276554802951175,-0.002078645601977236,-0.2,0.005015335115732711,0.04265038735037008,0.0,0.19454105995401755
2006-06-01,0.002480775273762781,3.3,0.1705436264315745,0.003623750277631288,0.4,0.004437056641695136,0.030834919777007475,-0.021506205220963803,0.5368910331842787
2006-07-01,0.0054361389122599135,3.2,-0.07311971020298635,-0.002831563327386988,0.3,0.008815484086434289,0.010070578563596166,0.0,0.5062254019810092
2006-08-01,0.004425873956855675,3.8,-0.030037862734462628,0.007981348689559908,0.3,0.0016442864762513665,0.04888558856952341,0.021506205220963803,0.4585486571075042
2006-09-01,-0.004918849071596121,3.1,0.0730232079240265,0.0009356118147678671,-0.6,0.0038261866847912884,0.0019065782705816048,0.0,0.38400231850456457
